,Date,Number Caught,Species
42,2013-08-17 00:00:00,1,stripped bass
43,2013-08-17 00:00:00,1,northern pipefish
44,2013-08-17 00:00:00,2,blue crab
45,2013-08-17 00:00:00,2,shore shrimp
46,2013-09-23 00:00:00,2,silverside
47,2013-09-23 00:00:00,1,bluecrab
48,2013-09-23 00:00:00,2,Shrimp
49,2013-09-23 00:00:00,1,mud crab
50,2013-09-23 00:00:00,50,comb jelly
51,2013-09-28 00:00:00,5,silverside
0,2014-05-10 00:00:00,9,Comb Jellies
1,2014-05-10 00:00:00,8,Asian Shore Crabs
2,2014-05-10 00:00:00,2,True Jelly Fish
3,2014-06-21 00:00:00,1,Atlantic Silverside
4,2014-06-21 00:00:00,2,Atlantic Tomcod
5,2014-06-21 00:00:00,3,Shore shrimp
6,2014-06-21 00:00:00,2,Flounder
7,2014-06-21 00:00:00,Numerous,Comb Jelly
8,2014-07-12 00:00:00,1,Menhaden
9,2014-07-12 00:00:00,2,Alewife
10,2014-07-12 00:00:00,1,Grubby (Sculpin family)
11,2014-07-12 00:00:00,1,Window pain
12,2014-07-12 00:00:00,1,Pipe fish
13,2014-07-12 00:00:00,1,Sea horse
14,2014-07-12 00:00:00,5,Jvvenilee striped buss
15,2014-07-12 00:00:00,1,Glass shrimp
16,2014-07-12 00:00:00,5,Seven spine shrimp
17,2014-07-12 00:00:00,8,Comb jellies
18,2014-07-12 00:00:00,1,Hermit crab
19,2014-07-12 00:00:00,3,Blue crab
20,2014-07-12 00:00:00,1,Asian Shore Crabs
21,2014-08-02 00:00:00,11,Atlantic Silverside
22,2014-08-02 00:00:00,6,Striped Bass
23,2014-08-02 00:00:00,1,Blue Fish
24,2014-08-02 00:00:00,1,Northern Kingfish
25,2014-08-02 00:00:00,1,Green Crab
26,2014-08-02 00:00:00,1,Blue Crab
27,2014-08-02 00:00:00,3,Winter Flounder
28,2014-08-02 00:00:00,15,Comb jellies
29,2014-09-20 00:00:00,10,Silver Side
30,2014-09-20 00:00:00,4,Comb Jelly
31,2014-09-20 00:00:00,3,Porgy
32,2014-09-20 00:00:00,23,Striped Bass
33,2014-09-20 00:00:00,3,Asian Shore Crabs
34,2014-09-20 00:00:00,1,Winter Flounder
35,2014-08-23 00:00:00,,Atlantic Silverside
36,2014-08-23 00:00:00,,Oyster toadfish
37,2014-08-23 00:00:00,,Striped Bass
38,2014-08-23 00:00:00,,comb jelly
0,2015-05-30 00:00:00,1,Striped Bass
1,2015-05-30 00:00:00,1,Atlantic Silverside
2,2015-05-30 00:00:00,2,Sea Snail
3,2015-05-30 00:00:00,3,Ghost Shrimp
4,2015-06-09 00:00:00,9,Striped Bass
5,2015-06-09 00:00:00,1,Golden Star Colonial Tunicate
6,2015-06-09 00:00:00,1,Blue Muscle
7,2015-06-11 00:00:00,1,colonial tunicate
8,2015-06-11 00:00:00,8,striped bass
9,2015-06-11 00:00:00,1,pipe fish
10,2015-06-11 00:00:00,1,box crab
11,2015-06-11 00:00:00,6,asian shore crab
12,2015-06-14 00:00:00,1,pipe fish
13,2015-06-14 00:00:00,1,winter flounder
14,2015-06-14 00:00:00,10 to 15,colonial tunicate
15,2015-06-14 00:00:00,4,hermit crab
16,2015-06-14 00:00:00,4,snails
17,2015-06-14 00:00:00,5,striped bass
18,2015-06-14 00:00:00,1,cunner
19,2015-06-14 00:00:00,2,lady crab
20,2015-06-14 00:00:00,16,asian shore crab
21,2015-06-14 00:00:00,1,blue crab
22,2015-06-14 00:00:00,1,sponge
23,2015-06-14 00:00:00,4,hydra medusa
24,2015-06-14 00:00:00,9,sand shrimp
25,2015-07-10 00:00:00,1,Summer Flounder
26,2015-07-10 00:00:00,23,Atlantic Silverside
27,2015-07-10 00:00:00,1,Winter flounder
28,2015-07-10 00:00:00,1,Blue crab
29,2015-07-10 00:00:00,1,Box crab
30,2015-07-10 00:00:00,1,Pip fish
31,2015-07-10 00:00:00,1,Seven spine shrimp
32,2015-07-10 00:00:00,9,Alewife
33,2015-07-10 00:00:00,1,Comb jelly
34,2015-07-11 00:00:00,2,lady crabs
35,2015-07-11 00:00:00,2,Blue crabs
36,2015-07-11 00:00:00,5,Striped Bass (6-8'')
37,2015-07-11 00:00:00,1,Atlantic Herring
38,2015-07-11 00:00:00,2,Hermit crabs
39,2015-07-11 00:00:00,12,Atlantic Silverside
40,2015-07-11 00:00:00,2,Sand shrimp
41,2015-07-11 00:00:00,1,Flounder (right+eye)
42,2015-07-11 00:00:00,,Pip fish
43,2015-07-11 00:00:00,4,White perch
44,2015-07-11 00:00:00,1,Asian shore crab
45,2015-07-11 00:00:00,1,Comb jelly
46,2015-07-11 00:00:00,2,snail
47,2015-07-13 00:00:00,1,Blue crab
48,2015-07-13 00:00:00,3,asian shore crab
49,2015-07-13 00:00:00,3,Atlantic Herring
50,2015-07-13 00:00:00,10,Atlantic Silverside
51,2015-07-28 00:00:00,40,Atlantic Silverside
52,2015-07-28 00:00:00,15,Striped Bass
53,2015-07-28 00:00:00,1,winter flounder
54,2015-07-28 00:00:00,1,Isopod
55,2015-07-28 00:00:00,4,Comb jelly
56,2015-07-28 00:00:00,1,Seven Spine Shrimp
57,2015-07-28 00:00:00,4,Scud
58,2015-07-28 00:00:00,8,Tunicates
59,2015-08-09 00:00:00,140,Atlantic Silverside
60,2015-08-09 00:00:00,12,Striped Bass
61,2015-08-09 00:00:00,2,Hermit crab
62,2015-08-09 00:00:00,2,Taotog
63,2015-08-09 00:00:00,4,Asian shore crab
64,2015-08-09 00:00:00,1,Blue fish
65,2015-08-09 00:00:00,2,Box crab
66,2015-08-09 00:00:00,20,Comb jellies
67,2015-08-09 00:00:00,1,Seven spine shrimp
68,2015-09-12 00:00:00,23,Porgy
69,2015-09-12 00:00:00,201,Atlantic Silverside
70,2015-09-12 00:00:00,2,Northern Pipefish
71,2015-09-12 00:00:00,1,Blue Crab
72,2015-09-12 00:00:00,1,Common Shore Shrimp
73,2015-09-12 00:00:00,2,Winter flounder
74,2015-09-12 00:00:00,1,Bluespotted Cornetfish
75,2015-09-12 00:00:00,2,Comb Jelly 
76,2015-09-12 00:00:00,2,Asian shore crab
77,2015-09-25 00:00:00,73,Atlantic Silverside
78,2015-09-25 00:00:00,1,Blue Crab
79,2015-09-25 00:00:00,2,Comb Jelly
80,2015-09-25 00:00:00,1,Blue Fish
81,2015-09-25 00:00:00,1,Tautog/Blackfish
82,2015-09-25 00:00:00,8,Asian shore crab
83,2015-09-25 00:00:00,1,Oyster Drill
84,2015-09-25 00:00:00,5,Menhaden
85,2015-10-15 00:00:00,3,Winter Flounder (right+eye)
86,2015-10-15 00:00:00,1,Blackfish/ Tautog 
87,2015-10-15 00:00:00,1,Striped Bass 
88,2015-10-15 00:00:00,6,Comb Jelly
89,2015-10-15 00:00:00,1,Common Shore Shrimp
90,2015-10-15 00:00:00,1,Sheepshead Porgy
91,2015-10-15 00:00:00,8,Blue Mussel
0,2016-05-26 00:00:00,11,Comb Jelly 
1,2016-05-31 00:00:00,1,pipefish
2,2016-05-31 00:00:00,4,Altanic Silverside
3,2016-05-31 00:00:00,1,mud snail
4,2016-05-31 00:00:00,1,whelk snail
5,2016-05-31 00:00:00,3,ghost shrimp
6,2016-05-31 00:00:00,2,Green crab
7,2016-05-31 00:00:00,~20,Asian Shore Crab
8,2016-05-31 00:00:00,~6,Mussels
9,2016-05-31 00:00:00,~50,comb jelly 
10,2016-06-01 00:00:00,2,Silverside
11,2016-06-01 00:00:00,1,Atlantic Tomcod
12,2016-06-01 00:00:00,1,pipefish
13,2016-06-01 00:00:00,5,Asian Shore Crab
14,2016-06-01 00:00:00,1,YOY crab (Blue Crab)
15,2016-06-01 00:00:00,2,Mussels
16,2016-06-01 00:00:00,25,comb jelly 
17,2016-06-01 00:00:00,1,shrimp
18,2016-06-01 00:00:00,2,mud snail
19,2016-06-01 00:00:00,1,oyster shell
20,2016-06-01 00:00:00,1,Slipper Snail Shell
21,2016-06-01 00:00:00,1,Sandworm
22,2016-06-04 00:00:00,72,Silverside
23,2016-06-04 00:00:00,80,comb jelly 
24,2016-06-04 00:00:00,1,Atlantic Tomcod
25,2016-06-04 00:00:00,11,Striped Bass
26,2016-06-04 00:00:00,2,Green crab
27,2016-06-04 00:00:00,5,Slipper Shell
28,2016-06-04 00:00:00,7,Asian Shore Crab
29,2016-06-04 00:00:00,1,Sandworm
30,2016-06-04 00:00:00,2,pipefish
31,2016-06-04 00:00:00,4 clusters,Tunicates
32,2016-06-04 00:00:00,1,Blue Crab
33,2016-06-04 00:00:00,8,Mud Snail
34,2016-06-04 00:00:00,11,Shrimp
35,2016-06-04 00:00:00,2,Moon Jelly
36,2016-06-14 00:00:00,1,Atlantic Tomcod
37,2016-06-14 00:00:00,75,Comb Jelly 
38,2016-06-14 00:00:00,4,Asian Shore Crab
39,2016-06-15 00:00:00,1,Silverside
40,2016-06-15 00:00:00,1,Striped Bass
41,2016-06-15 00:00:00,2,pipefish
42,2016-06-15 00:00:00,1,Glass Shrimp
43,2016-06-15 00:00:00,200,Comb jelly 
44,2016-06-15 00:00:00,1,Asian Shore Crab
45,2016-07-01 00:00:00,1,Lady Crab
46,2016-07-01 00:00:00,1,Asian Shore Crab
47,2016-07-01 00:00:00,10,Comb jelly 
48,2016-07-13 00:00:00,6,Comb jelly 
49,2016-07-13 00:00:00,1,Blue Crab
50,2016-07-13 00:00:00,28,Atlantic Menhaden
51,2016-07-16 00:00:00,1,Shore Shrimp
52,2016-07-16 00:00:00,1,Sand Shrimp
53,2016-07-16 00:00:00,1,Hermit Crab
54,2016-07-16 00:00:00,1,Summer Flounder
55,2016-07-16 00:00:00,1,Windowpane Flounder
56,2016-07-16 00:00:00,1,Asian Shore Crab
57,2016-07-16 00:00:00,1,Blue Crab
58,2016-07-16 00:00:00,1,Northern Sea Robin
59,2016-07-28 00:00:00,6,Silverside
60,2016-07-28 00:00:00,1,Sea Bass
61,2016-07-28 00:00:00,45,Comb Jelly 
62,2016-07-28 00:00:00,1,Blue Crab
63,2016-07-28 00:00:00,1,Lady Crab
64,2016-07-28 00:00:00,2,Winter Flounder
65,2016-07-28 00:00:00,1,Mud Snail
66,2016-07-29 00:00:00,2,Blue Crab
67,2016-07-29 00:00:00,1,Mud Crab
68,2016-07-29 00:00:00,1,Asian Shore Crab
69,2016-07-29 00:00:00,1,Green crab
70,2016-07-29 00:00:00,2,Silverside
71,2016-07-29 00:00:00,2,Western Mosquito FIsh
72,2016-07-29 00:00:00,10+,Amphipods
73,2016-07-29 00:00:00,1,Mud Snail
74,2016-07-29 00:00:00,20+,Comb Jelly 
75,2016-08-12 00:00:00,14,Silverside
76,2016-08-12 00:00:00,1,Porgy
77,2016-08-12 00:00:00,1,Winter Flounder
78,2016-08-12 00:00:00,1,Green Crab
79,2016-08-12 00:00:00,3,Shore Shrimp
80,2016-08-12 00:00:00,2,Mussles
81,2016-08-12 00:00:00,1,Blue Crab
82,2016-08-12 00:00:00,1,Unidentified Fish
83,2016-08-12 00:00:00,1,Cunner
84,2016-08-12 00:00:00,50,Comb Jelly 
85,2016-08-13 00:00:00,11,Silverside
86,2016-08-13 00:00:00,5,Shore Shrimp
87,2016-08-13 00:00:00,6,Mud Snail
88,2016-08-13 00:00:00,1,Mussel
89,2016-08-13 00:00:00,1,Cunner
90,2016-08-13 00:00:00,1,Sea Robin
91,2016-08-13 00:00:00,1,Porgy
92,2016-08-13 00:00:00,1,Northern Pipefish
93,2016-08-13 00:00:00,1,Lady Crab
94,2016-08-13 00:00:00,1,Blue Crab
95,2016-08-13 00:00:00,1,Winter Flounder
96,2016-08-13 00:00:00,1,Northern Kingfish
97,2016-08-13 00:00:00,25,Comb Jelly 
98,2016-08-13 00:00:00,10,Black Sea Bass
99,2016-08-13 00:00:00,2,Porgies
100,2016-08-13 00:00:00,50,Comb Jelly 
101,2016-09-18 00:00:00,2,Black Sea Bass
102,2016-09-18 00:00:00,1,Cunner
103,2016-09-18 00:00:00,3,Porgy
104,2016-09-18 00:00:00,7,Atlantic Silverside
105,2016-09-18 00:00:00,1,SIlver Perch
106,2016-09-18 00:00:00,6,Atlantic Menhaden
107,2016-09-18 00:00:00,1,Tautog
108,2016-09-18 00:00:00,1,Striped Bass
109,2016-09-18 00:00:00,Too Many To Count,Comb Jelly 
110,2016-09-18 00:00:00,Did Not Count,Asian Shore Crab
111,2016-09-18 00:00:00,1,Blue Crab
112,2016-09-18 00:00:00,22,AtlanticSilverside
113,2016-09-18 00:00:00,1,Seaboard Goby
114,2016-09-18 00:00:00,1,Common Spider Crab
115,2016-09-18 00:00:00,1,Mud Snail
116,2016-09-18 00:00:00,Too Many To Count,Comb Jelly 
117,2016-09-18 00:00:00,2,Oyster Toadfish
118,2016-09-18 00:00:00,4,Black Sea Bass
119,2016-09-18 00:00:00,2,Striped Bass
120,2016-09-19 00:00:00,1,Striped Bass
121,2016-09-19 00:00:00,1,Northern Sea Robin
122,2016-09-19 00:00:00,12,Bay Anchovy
123,2016-09-19 00:00:00,21,Atlantic Silverside
124,2016-09-19 00:00:00,32,Atlantic Menhaden
125,2016-09-19 00:00:00,4,Green Crab
126,2016-09-19 00:00:00,3,Shore Shrimp
127,2016-09-19 00:00:00,2,Blue Crab
128,2016-09-19 00:00:00,Too Many To Count,Comb Jelly 
129,2016-09-19 00:00:00,23,Mud Snail
130,2016-09-19 00:00:00,1,American Eel
131,2016-09-19 00:00:00,63,Mud Snail
132,2016-09-19 00:00:00,1,Oyster Drill
133,2016-09-19 00:00:00,1,Asian Shore Crab
134,2016-09-19 00:00:00,1,Red Beard Sponge
135,2016-09-19 00:00:00,Too Many To Count,Eastern Oyster
136,2016-09-19 00:00:00,1,Black Sea Bass
137,2016-09-19 00:00:00,1,Porgy
138,2016-09-19 00:00:00,1,Spider Crab
139,2016-09-19 00:00:00,Too Many To Count,Comb Jelly 
140,2016-09-19 00:00:00,3,Black Sea Bass
141,2016-09-19 00:00:00,2,Shore Shrimp
142,2016-09-19 00:00:00,2,Black Fingered Mud Crab
143,2016-09-19 00:00:00,Too Many To Count,Star Tunicate
144,2016-09-19 00:00:00,Too Many To Count,Tunicates
145,2016-09-19 00:00:00,1,Sandworm
146,2016-09-19 00:00:00,Too Many To Count,Amphipods
147,2016-09-19 00:00:00,1,Blue Crab
148,2016-09-19 00:00:00,1,Naked Goby
149,2016-09-19 00:00:00,1,Cunner
150,2016-09-19 00:00:00,21,Atlantic Silverside
151,2016-09-19 00:00:00,2,Northern Kingfish
152,2016-09-19 00:00:00,3,Bay Anchovy
153,2016-09-19 00:00:00,1,Mole crab
154,2016-09-19 00:00:00,Too Many To Count,Comb Jelly 
155,2016-09-25 00:00:00,4,Mud Snail
156,2016-09-25 00:00:00,1,Cunner
157,2016-09-25 00:00:00,Too Many To Count,Comb Jelly 
158,2016-09-25 00:00:00,1,Bay Anchovy
159,2016-09-25 00:00:00,10,Silverside
160,2016-09-25 00:00:00,2,Blue Mussels
161,2016-09-25 00:00:00,2,Asian Shore Crabs 
162,2016-09-25 00:00:00,1,Mud Crab
163,2016-09-25 00:00:00,1,Blue Crab
164,2016-09-25 00:00:00,1,Winter Flounder
0,2017-06-03 00:00:00,TMTC,Comb Jelly
1,2017-06-03 00:00:00,1,Atlantic Menhaden
2,2017-06-03 00:00:00,14,YOY Blueback Herring *
3,2017-06-03 00:00:00,1,YOY American Shad *
4,2017-06-03 00:00:00,1,YOY Striped Bass
5,2017-06-03 00:00:00,2,Shore Shrimp
6,2017-06-03 00:00:00,3,Mud Snail
7,2017-06-03 00:00:00,1,Oyster Drill Snail
8,2017-06-03 00:00:00,1,YOY Blue Crab
9,2017-06-03 00:00:00,2,Asian Shore Crabs
10,2017-06-03 00:00:00,unknown,Snail eggs
11,2017-06-09 00:00:00,38,YOY Blueback Herring *
12,2017-06-09 00:00:00,20,Comb Jelly
13,2017-06-09 00:00:00,1,Striped Bass
14,2017-06-09 00:00:00,1,Bay Anchovy
15,2017-06-09 00:00:00,2,Pipefish 
16,2017-06-09 00:00:00,16,Sand Shrimp
17,2017-06-09 00:00:00,1,Asian Shore Crabs
18,2017-06-09 00:00:00,1,Glass Shrimp (shore shrimp)
19,2017-06-09 00:00:00,2,Mud Snail
23,2017-06-10 00:00:00,5,Blueback Herring *
24,2017-06-10 00:00:00,1,Pipefish
25,2017-06-10 00:00:00,2?,Blue Crab
26,2017-06-10 00:00:00,3,Asian Shore Crab
27,2017-06-10 00:00:00,2,Sand Shrimp
28,2017-06-10 00:00:00,7,Glass shrimp
29,2017-06-10 00:00:00,6,mud snail
30,2017-06-10 00:00:00,7,oyster drill
31,2017-06-10 00:00:00,2,mussel
32,2017-06-10 00:00:00,1,moon jelly
33,2017-06-10 00:00:00,TMTC,comb jelly
34,2017-06-10 00:00:00,TMTC,seq squirts
35,2017-06-10 00:00:00,1,sandworm
37,2017-06-18 00:00:00,20 +,Comb Jelly
38,2017-06-18 00:00:00,23,Blueback Herring
39,2017-06-18 00:00:00,2,mud snail
40,2017-06-18 00:00:00,1,Lady Crab
41,2017-06-18 00:00:00,1,glass shrimp
42,2017-06-18 00:00:00,2,asian shore crab
43,2017-06-18 00:00:00,1,sand shrimp
44,2017-06-18 00:00:00,1,moon jelly
46,2017-06-25 00:00:00,25,sand shrimp
47,2017-06-25 00:00:00,2,winter flounder
48,2017-06-25 00:00:00,5,comb jelly
49,2017-06-25 00:00:00,1,mud crab
50,2017-06-25 00:00:00,1,Blue Crab
51,2017-06-25 00:00:00,1,herring
53,2017-07-06 00:00:00,TMTC,Comb jellies 
54,2017-07-06 00:00:00,1,Oyster toad fish 
55,2017-07-06 00:00:00,1,Tautog
56,2017-07-06 00:00:00,4,YOY herring
57,2017-07-06 00:00:00,3,Mud snail 
58,2017-07-06 00:00:00,2,Oyster drill snail
59,2017-07-06 00:00:00,1,Menhaden
60,2017-07-06 00:00:00,1,Shore shrimp
62,2017-07-15 00:00:00,5,Alewife
63,2017-07-15 00:00:00,1,Blue Crab
64,2017-07-15 00:00:00,TMTC,Comb Jelly
65,2017-07-15 00:00:00,2,Shore Shrimp
66,2017-07-15 00:00:00,2,Moon Jelly
67,2017-07-15 00:00:00,1,Blue Fish
68,2017-07-15 00:00:00,5,Atlantic Silverside
69,2017-07-15 00:00:00,,American Eel
70,2017-07-15 00:00:00,,Tautog
71,2017-07-15 00:00:00,,Black Sea Bass
72,2017-07-15 00:00:00,,Cunner
73,2017-07-15 00:00:00,1 colony,Tunicate /Sponge
74,2017-07-15 00:00:00,1,Sea Squirt
75,2017-07-15 00:00:00,5,YOY Striped Bass
77,2017-07-19 00:00:00,5,Blue crab
78,2017-07-19 00:00:00,4,Silverside
79,2017-07-19 00:00:00,1,Asian shore crab
80,2017-07-19 00:00:00,9,Stripped Bass
81,2017-07-19 00:00:00,1,Winter Flounder 
82,2017-07-19 00:00:00,8 +,Oyster Drills
83,2017-07-19 00:00:00,1,Muslces
84,2017-07-19 00:00:00,50+,Comb Jellys
85,2017-07-19 00:00:00,2,Moon Jellys
86,2017-07-19 00:00:00,1,Atlantic Tomcod
87,2017-07-19 00:00:00,3,Shore Shrimp
88,2017-07-19 00:00:00,1,Sand Shrimp
89,2017-07-19 00:00:00,1,Sandworm
90,2017-07-19 00:00:00,2,Mud Snails
91,2017-07-22 00:00:00,2,Blue crab
92,2017-07-22 00:00:00,1,Asian shore crab
93,2017-07-22 00:00:00,1,Stripped Bass
94,2017-07-22 00:00:00,8,YOY Herring
95,2017-07-22 00:00:00,1,Winter Flounder 
96,2017-07-22 00:00:00,2,Silversides
97,2017-07-22 00:00:00,2,Shore Shrimp
98,2017-07-22 00:00:00,1,Sand Shrimp
100,2017-08-02 00:00:00,1,Blue Crab
101,2017-08-02 00:00:00,9,Striped Bass
102,2017-08-02 00:00:00,2,Silverside
103,2017-08-02 00:00:00,TMTC,Comb Jelly
104,2017-08-02 00:00:00,12,Moon Jelly
106,2017-08-05 00:00:00,4,tautog
107,2017-08-05 00:00:00,1,Cunner (YOY)
108,2017-08-05 00:00:00,4,winter flounder
109,2017-08-05 00:00:00,34,blueback herring (YOY)
110,2017-08-05 00:00:00,1,Alewife
111,2017-08-05 00:00:00,1,Northern Kingfish (YOY)
112,2017-08-05 00:00:00,1,Northern Pipefish 
113,2017-08-05 00:00:00,2,Blue Crab
114,2017-08-05 00:00:00,3,Shore Shrimp
115,2017-08-05 00:00:00,1,Sand Shrimp
116,2017-08-05 00:00:00,7,Striped Bass (YOY)
117,2017-08-05 00:00:00,3,Moon Jelly 
118,2017-08-05 00:00:00,TMTC,Comb Jelly
119,2017-08-05 00:00:00,43,Oysters
120,2017-08-05 00:00:00,8,Clams
123,2017-08-20 00:00:00,1,Tautog
124,2017-08-20 00:00:00,8,Striped Bass
125,2017-08-20 00:00:00,1,Atlantic Menhaden
126,2017-08-20 00:00:00,16,Atlantic Silverside
127,2017-08-20 00:00:00,6,Silver Perch
128,2017-08-20 00:00:00,1,Winter Flounder
129,2017-08-20 00:00:00,10,Herring SPP (pre metamorph)
130,2017-08-20 00:00:00,2,Grass Shrimp
131,2017-08-20 00:00:00,1,Sand Shrimp
132,2017-08-20 00:00:00,3,Mud Crab
133,2017-08-20 00:00:00,1,Hermit Crab
134,2017-08-20 00:00:00,4,Asian Shore Crab
135,2017-08-20 00:00:00,2,Blue Crab
136,2017-08-20 00:00:00,5,Mud Snail
137,2017-08-20 00:00:00,2,Oyster Drill
138,2017-08-20 00:00:00,7,Comb Jelly
139,2017-08-20 00:00:00,1,Moon Jelly
140,2017-09-17 00:00:00,6,YOY Silverside
141,2017-09-17 00:00:00,1,Spotted Whiff
142,2017-09-17 00:00:00,1,Striped Bass
143,2017-09-17 00:00:00,5,Blue Crab
144,2017-09-17 00:00:00,1,Lady Crab
145,2017-09-17 00:00:00,12,Asian Shore Crab
146,2017-09-17 00:00:00,1,Silverside
147,2017-09-17 00:00:00,1,Grubby
148,2017-09-17 00:00:00,TMTC,Comb Jelly
149,2017-09-17 00:00:00,2,Shore Shrimp
150,2017-10-07 00:00:00,TMTC,Comb Jelly
151,2017-10-07 00:00:00,14,Asian Shore Crab
152,2017-10-07 00:00:00,4,Oyster Drill
153,2017-10-07 00:00:00,9,Mud Snails
